id,text,search_text,keywords,disease,crop,section_type,section_title,rescued,doc,page
56,"Tomato Bacterial Spot: Xanthomonas species (e.g., X. euvesicatoria, X. vesicatoria, X. perforans, X. gardneri)","Tomato Bacterial Spot - Scientific Name (Pathogen): Xanthomonas species (e.g., X. euvesicatoria, X. vesicatoria, X. perforans, X. gardneri) Xanthomonas species",['Xanthomonas species'],tomato_bacterial_spot,tomato,pathogen,Scientific Name (Pathogen),True,Tomato_Bacterial_Spot_RAG.pdf,1
57,"Bacterial spot is one of the most devastating diseases of tomatoes grown in warm, moist environments. It causes severe defoliation, which exposes the fruit to sunscald, and produces unsightly lesions on the fruit, rendering it unmarketable. The disease is notoriously difficult to control once established.","Tomato Bacterial Spot - Disease Overview: Bacterial spot is one of the most devastating diseases of tomatoes grown in warm, moist environments. It causes severe defoliation, which exposes the fruit to sunscald, and produces unsightly lesions on the fruit, rendering it unmarketable. The disease is notoriously difficult to control once established. Bacterial spot",['Bacterial spot'],tomato_bacterial_spot,tomato,overview,Disease Overview,False,Tomato_Bacterial_Spot_RAG.pdf,1
58,Seedborne & Debris: The bacteria often enter the field on infected seeds or transplants. It can also survive in crop debris from the previous season.,Tomato Bacterial Spot - Causes & Transmission Vectors: Seedborne & Debris: The bacteria often enter the field on infected seeds or transplants. It can also survive in crop debris from the previous season.,[],tomato_bacterial_spot,tomato,transmission,Causes & Transmission Vectors,False,Tomato_Bacterial_Spot_RAG.pdf,1
59,"Tomato Bacterial Spot: Spread: Splashing rain, overhead irrigation, and handling wet plants readily spread the bacteria from plant to plant.","Tomato Bacterial Spot - Causes & Transmission Vectors: Spread: Splashing rain, overhead irrigation, and handling wet plants readily spread the bacteria from plant to plant. Splashing rain",['Splashing rain'],tomato_bacterial_spot,tomato,transmission,Causes & Transmission Vectors,True,Tomato_Bacterial_Spot_RAG.pdf,1
60,Tomato Bacterial Spot: Environment: Thrives in high humidity and warm temperatures (75-86°F / 24-30°C).,Tomato Bacterial Spot - Causes & Transmission Vectors: Environment: Thrives in high humidity and warm temperatures (75-86°F / 24-30°C).,[],tomato_bacterial_spot,tomato,transmission,Causes & Transmission Vectors,True,Tomato_Bacterial_Spot_RAG.pdf,1
61,"Foliar Symptoms: Small, water-soaked, greasy spots appear on leaves. These spots turn dark brown to black and often become angular as they are restricted by small leaf veins. Yellow halos may form around the spots. Severe infection leads to leaves turning yellow and dropping.","Tomato Bacterial Spot - Symptoms (Early & Advanced Stages): Foliar Symptoms: Small, water-soaked, greasy spots appear on leaves. These spots turn dark brown to black and often become angular as they are restricted by small leaf veins. Yellow halos may form around the spots. Severe infection leads to leaves turning yellow and dropping. Severe infection These spots Yellow halos","['Severe infection', 'These spots', 'Yellow halos']",tomato_bacterial_spot,tomato,symptom,Symptoms (Early & Advanced Stages),False,Tomato_Bacterial_Spot_RAG.pdf,2
62,"Fruit Symptoms: Small, dark, raised, scabby or wart-like lesions appear on green fruit. As fruit matures, these spots remain, making the fruit visually unappealing, though the decay usually does not extend deep into the flesh.","Tomato Bacterial Spot - Symptoms (Early & Advanced Stages): Fruit Symptoms: Small, dark, raised, scabby or wart-like lesions appear on green fruit. As fruit matures, these spots remain, making the fruit visually unappealing, though the decay usually does not extend deep into the flesh.",[],tomato_bacterial_spot,tomato,symptom,Symptoms (Early & Advanced Stages),False,Tomato_Bacterial_Spot_RAG.pdf,2
63,Tomato Bacterial Spot: Clean Seed: Use certified disease-free seeds and transplants. Hot water seed treatment can eradicate seedborne bacteria.,Tomato Bacterial Spot - Prevention & Cultural Practices: Clean Seed: Use certified disease-free seeds and transplants. Hot water seed treatment can eradicate seedborne bacteria.,[],tomato_bacterial_spot,tomato,prevention,Prevention & Cultural Practices,True,Tomato_Bacterial_Spot_RAG.pdf,2
64,Tomato Bacterial Spot: Crop Rotation: Avoid planting tomatoes or peppers in the same field for at least 2-3 years.,Tomato Bacterial Spot - Prevention & Cultural Practices: Crop Rotation: Avoid planting tomatoes or peppers in the same field for at least 2-3 years. Avoid planting,['Avoid planting'],tomato_bacterial_spot,tomato,prevention,Prevention & Cultural Practices,True,Tomato_Bacterial_Spot_RAG.pdf,2
65,Tomato Bacterial Spot: Water Management: Use drip irrigation instead of overhead sprinklers. Avoid working in the field when foliage is wet.,Tomato Bacterial Spot - Prevention & Cultural Practices: Water Management: Use drip irrigation instead of overhead sprinklers. Avoid working in the field when foliage is wet. Avoid working,['Avoid working'],tomato_bacterial_spot,tomato,prevention,Prevention & Cultural Practices,True,Tomato_Bacterial_Spot_RAG.pdf,2
66,"Chemical Control: Copper-based bactericides are the standard preventative treatment, often mixed with Mancozeb to increase efficacy. However, copper resistance is common in many Xanthomonas populations.","Tomato Bacterial Spot - Treatment & Solutions (Chemical & Biological): Chemical Control: Copper-based bactericides are the standard preventative treatment, often mixed with Mancozeb to increase efficacy. However, copper resistance is common in many Xanthomonas populations. Xanthomonas populations copper mancozeb","['Xanthomonas populations', 'copper', 'mancozeb']",tomato_bacterial_spot,tomato,treatment,Treatment & Solutions (Chemical & Biological),False,Tomato_Bacterial_Spot_RAG.pdf,2
67,"Plant Defense Elicitors: Products containing acibenzolar-S-methyl (e.g., Actigard) can trigger the plant's systemic acquired resistance (SAR) to help fight off the bacteria.","Tomato Bacterial Spot - Treatment & Solutions (Chemical & Biological): Plant Defense Elicitors: Products containing acibenzolar-S-methyl (e.g., Actigard) can trigger the plant's systemic acquired resistance (SAR) to help fight off the bacteria. Products containing acibenzolar actigard","['Products containing', 'acibenzolar', 'actigard']",tomato_bacterial_spot,tomato,treatment,Treatment & Solutions (Chemical & Biological),False,Tomato_Bacterial_Spot_RAG.pdf,2
68,Tomato Early Blight: Common Name: Early Blight,Tomato Early Blight - Disease Name & Target Crop: Common Name: Early Blight,[],tomato_early_blight,tomato,identity,Disease Name & Target Crop,True,Tomato_Early_Blight_RAG.pdf,1
69,Tomato Early Blight: Target Crop: Tomato (Solanum lycopersicum),Tomato Early Blight - Disease Name & Target Crop: Target Crop: Tomato (Solanum lycopersicum) Solanum lycopersicum,['Solanum lycopersicum'],tomato_early_blight,tomato,identity,Disease Name & Target Crop,True,Tomato_Early_Blight_RAG.pdf,1
70,Tomato Early Blight: Alternaria linariae (formerly Alternaria tomatophila) and Alternaria solani,Tomato Early Blight - Scientific Name (Pathogen): Alternaria linariae (formerly Alternaria tomatophila) and Alternaria solani Alternaria linariae Alternaria solani Alternaria tomatophila,"['Alternaria linariae', 'Alternaria solani', 'Alternaria tomatophila']",tomato_early_blight,tomato,pathogen,Scientific Name (Pathogen),True,Tomato_Early_Blight_RAG.pdf,1
71,"Early blight is a highly common fungal disease of tomatoes. Despite its name, it can occur at any time during the growing season. It primarily attacks older foliage first, slowly moving up the plant. While it rarely kills the plant outright, severe defoliation significantly reduces yield and exposes fruit to sunscald.","Tomato Early Blight - Disease Overview: Early blight is a highly common fungal disease of tomatoes. Despite its name, it can occur at any time during the growing season. It primarily attacks older foliage first, slowly moving up the plant. While it rarely kills the plant outright, severe defoliation significantly reduces yield and exposes fruit to sunscald. Despite its Early blight","['Despite its', 'Early blight']",tomato_early_blight,tomato,overview,Disease Overview,False,Tomato_Early_Blight_RAG.pdf,1
72,"Tomato Early Blight: Overwintering: The fungus survives in infected plant debris in the soil, on seeds, and on solanaceous weeds (like nightshade).","Tomato Early Blight - Causes & Transmission Vectors: Overwintering: The fungus survives in infected plant debris in the soil, on seeds, and on solanaceous weeds (like nightshade).",[],tomato_early_blight,tomato,transmission,Causes & Transmission Vectors,True,Tomato_Early_Blight_RAG.pdf,1
73,Tomato Early Blight: Transmission: Spores are blown by wind or splashed by rain onto lower leaves.,Tomato Early Blight - Causes & Transmission Vectors: Transmission: Spores are blown by wind or splashed by rain onto lower leaves. Spores are,['Spores are'],tomato_early_blight,tomato,transmission,Causes & Transmission Vectors,True,Tomato_Early_Blight_RAG.pdf,1
74,"Tomato Early Blight: Environment: Favors warm temperatures (75-85°F) paired with heavy dew, rainfall, or high humidity.","Tomato Early Blight - Causes & Transmission Vectors: Environment: Favors warm temperatures (75-85°F) paired with heavy dew, rainfall, or high humidity. Favors warm",['Favors warm'],tomato_early_blight,tomato,transmission,Causes & Transmission Vectors,True,Tomato_Early_Blight_RAG.pdf,1
75,"Foliar Symptoms: Begins on the oldest, lowest leaves as small brown spots. As the spots enlarge (up to 1/2 inch), they develop characteristic concentric rings, resembling a ""bullseye"" or target. The tissue around the spots often turns yellow (chlorosis).","Tomato Early Blight - Symptoms (Early & Advanced Stages): Foliar Symptoms: Begins on the oldest, lowest leaves as small brown spots. As the spots enlarge (up to 1/2 inch), they develop characteristic concentric rings, resembling a ""bullseye"" or target. The tissue around the spots often turns yellow (chlorosis).",[],tomato_early_blight,tomato,symptom,Symptoms (Early & Advanced Stages),False,Tomato_Early_Blight_RAG.pdf,2
76,"Tomato Early Blight: Stem Symptoms: Dark, sunken lesions (cankers) can form on stems, sometimes girdling seedlings (collar rot).","Tomato Early Blight - Symptoms (Early & Advanced Stages): Stem Symptoms: Dark, sunken lesions (cankers) can form on stems, sometimes girdling seedlings (collar rot).",[],tomato_early_blight,tomato,symptom,Symptoms (Early & Advanced Stages),True,Tomato_Early_Blight_RAG.pdf,2
77,"Fruit Symptoms: Infection typically occurs at the stem end of the fruit (the calyx). Lesions are dark, sunken, leathery, and may also show concentric rings.","Tomato Early Blight - Symptoms (Early & Advanced Stages): Fruit Symptoms: Infection typically occurs at the stem end of the fruit (the calyx). Lesions are dark, sunken, leathery, and may also show concentric rings. Infection typically Lesions are","['Infection typically', 'Lesions are']",tomato_early_blight,tomato,symptom,Symptoms (Early & Advanced Stages),False,Tomato_Early_Blight_RAG.pdf,2
78,Cultural Practices: Stake or cage plants and prune lower leaves to keep foliage off the soil and improve airflow. Apply mulch to create a barrier against soil-splashed spores.,Tomato Early Blight - Prevention & Cultural Practices: Cultural Practices: Stake or cage plants and prune lower leaves to keep foliage off the soil and improve airflow. Apply mulch to create a barrier against soil-splashed spores. Apply mulch,['Apply mulch'],tomato_early_blight,tomato,prevention,Prevention & Cultural Practices,False,Tomato_Early_Blight_RAG.pdf,2
79,"Sanitation: Remove and destroy infected plant debris at the end of the season. Rotate crops (no tomatoes, potatoes, or eggplants for 2-3 years).","Tomato Early Blight - Prevention & Cultural Practices: Sanitation: Remove and destroy infected plant debris at the end of the season. Rotate crops (no tomatoes, potatoes, or eggplants for 2-3 years). Remove and Rotate crops","['Remove and', 'Rotate crops']",tomato_early_blight,tomato,prevention,Prevention & Cultural Practices,False,Tomato_Early_Blight_RAG.pdf,2
80,"Fungicides: Preventative sprays are highly effective. Chlorothalonil, Mancozeb, and Copper fungicides are standard protectants. Systemic fungicides may be needed under high disease pressure.","Tomato Early Blight - Treatment & Solutions (Chemical & Biological): Fungicides: Preventative sprays are highly effective. Chlorothalonil, Mancozeb, and Copper fungicides are standard protectants. Systemic fungicides may be needed under high disease pressure. Copper fungicides Preventative sprays Systemic fungicides chlorothalonil copper mancozeb","['Copper fungicides', 'Preventative sprays', 'Systemic fungicides', 'chlorothalonil', 'copper', 'mancozeb']",tomato_early_blight,tomato,treatment,Treatment & Solutions (Chemical & Biological),False,Tomato_Early_Blight_RAG.pdf,2
81,Tomato Early Blight: Biologicals: Biofungicides (like Bacillus subtilis) can be used as a preventative measure in low-pressure or organic systems.,Tomato Early Blight - Treatment & Solutions (Chemical & Biological): Biologicals: Biofungicides (like Bacillus subtilis) can be used as a preventative measure in low-pressure or organic systems. Bacillus subtilis bacillus,"['Bacillus subtilis', 'bacillus']",tomato_early_blight,tomato,treatment,Treatment & Solutions (Chemical & Biological),True,Tomato_Early_Blight_RAG.pdf,2
82,Tomato Late Blight: Common Name: Late Blight,Tomato Late Blight - Disease Name & Target Crop: Common Name: Late Blight,[],tomato_late_blight,tomato,identity,Disease Name & Target Crop,True,Tomato_Late_Blight_RAG.pdf,1
83,Tomato Late Blight: Target Crop: Tomato (Solanum lycopersicum),Tomato Late Blight - Disease Name & Target Crop: Target Crop: Tomato (Solanum lycopersicum) Solanum lycopersicum,['Solanum lycopersicum'],tomato_late_blight,tomato,identity,Disease Name & Target Crop,True,Tomato_Late_Blight_RAG.pdf,1
84,Tomato Late Blight: Phytophthora infestans (an oomycete or water mold),Tomato Late Blight - Scientific Name (Pathogen): Phytophthora infestans (an oomycete or water mold) Phytophthora infestans,['Phytophthora infestans'],tomato_late_blight,tomato,pathogen,Scientific Name (Pathogen),True,Tomato_Late_Blight_RAG.pdf,1
85,Late blight is one of the most destructive plant diseases known (the same pathogen responsible for the Irish Potato Famine). It is highly contagious and can completely destroy a tomato field within a few days under favorable weather conditions. It requires living host tissue to survive over winter in cold climates.,Tomato Late Blight - Disease Overview: Late blight is one of the most destructive plant diseases known (the same pathogen responsible for the Irish Potato Famine). It is highly contagious and can completely destroy a tomato field within a few days under favorable weather conditions. It requires living host tissue to survive over winter in cold climates. Late blight,['Late blight'],tomato_late_blight,tomato,overview,Disease Overview,False,Tomato_Late_Blight_RAG.pdf,1
86,Transmission: Spores (sporangia) are primarily airborne and can travel miles on the wind. They can also be spread by splashing rain or on infected transplants/seed potatoes.,Tomato Late Blight - Causes & Transmission Vectors: Transmission: Spores (sporangia) are primarily airborne and can travel miles on the wind. They can also be spread by splashing rain or on infected transplants/seed potatoes. They can,['They can'],tomato_late_blight,tomato,transmission,Causes & Transmission Vectors,False,Tomato_Late_Blight_RAG.pdf,1
87,"Environment: Thrives in cool, wet weather (60-70°F) with high humidity, heavy dew, or frequent rain. Hot, dry weather stops the progression of the disease.","Tomato Late Blight - Causes & Transmission Vectors: Environment: Thrives in cool, wet weather (60-70°F) with high humidity, heavy dew, or frequent rain. Hot, dry weather stops the progression of the disease.",[],tomato_late_blight,tomato,transmission,Causes & Transmission Vectors,False,Tomato_Late_Blight_RAG.pdf,1
88,"Foliar Symptoms: Large, irregular, water-soaked, pale-green to brown lesions appear on leaves. The lesions are not constrained by leaf veins.","Tomato Late Blight - Symptoms (Early & Advanced Stages): Foliar Symptoms: Large, irregular, water-soaked, pale-green to brown lesions appear on leaves. The lesions are not constrained by leaf veins.",[],tomato_late_blight,tomato,symptom,Symptoms (Early & Advanced Stages),False,Tomato_Late_Blight_RAG.pdf,2
89,"Tomato Late Blight: Fungal Signs: During high humidity or early morning dew, a distinct white, fuzzy mold growth appears on the underside of the leaf lesions.","Tomato Late Blight - Symptoms (Early & Advanced Stages): Fungal Signs: During high humidity or early morning dew, a distinct white, fuzzy mold growth appears on the underside of the leaf lesions. During high",['During high'],tomato_late_blight,tomato,symptom,Symptoms (Early & Advanced Stages),True,Tomato_Late_Blight_RAG.pdf,2
90,"Tomato Late Blight: Stem Symptoms: Dark brown to black, irregular lesions appear on stems and petioles.","Tomato Late Blight - Symptoms (Early & Advanced Stages): Stem Symptoms: Dark brown to black, irregular lesions appear on stems and petioles. Dark brown",['Dark brown'],tomato_late_blight,tomato,symptom,Symptoms (Early & Advanced Stages),True,Tomato_Late_Blight_RAG.pdf,2
91,"Fruit Symptoms: Large, dark brown, firm, greasy-looking patches develop on green or ripe fruit. The fruit eventually rots but remains firm initially.","Tomato Late Blight - Symptoms (Early & Advanced Stages): Fruit Symptoms: Large, dark brown, firm, greasy-looking patches develop on green or ripe fruit. The fruit eventually rots but remains firm initially.",[],tomato_late_blight,tomato,symptom,Symptoms (Early & Advanced Stages),False,Tomato_Late_Blight_RAG.pdf,2
92,Tomato Late Blight: Source Elimination: Destroy volunteer tomato and potato plants. Do not compost store-bought potatoes or infected plant material.,Tomato Late Blight - Prevention & Cultural Practices: Source Elimination: Destroy volunteer tomato and potato plants. Do not compost store-bought potatoes or infected plant material. Destroy volunteer,['Destroy volunteer'],tomato_late_blight,tomato,prevention,Prevention & Cultural Practices,True,Tomato_Late_Blight_RAG.pdf,2
93,Tomato Late Blight: Weather Monitoring: Track regional blight alerts (like USAblight) to know when spores are active in your area.,Tomato Late Blight - Prevention & Cultural Practices: Weather Monitoring: Track regional blight alerts (like USAblight) to know when spores are active in your area. Track regional,['Track regional'],tomato_late_blight,tomato,prevention,Prevention & Cultural Practices,True,Tomato_Late_Blight_RAG.pdf,2
94,"Tomato Late Blight: Resistant Varieties: Plant late-blight resistant tomato varieties (e.g., 'Defiant', 'Mountain Magic', 'Iron Lady').","Tomato Late Blight - Prevention & Cultural Practices: Resistant Varieties: Plant late-blight resistant tomato varieties (e.g., 'Defiant', 'Mountain Magic', 'Iron Lady'). Plant late",['Plant late'],tomato_late_blight,tomato,prevention,Prevention & Cultural Practices,True,Tomato_Late_Blight_RAG.pdf,2
95,"Immediate Action Required: Once identified, infected plants should be immediately pulled, bagged, and destroyed (not composted) to protect neighboring crops.","Tomato Late Blight - Treatment & Solutions (Chemical & Biological): Immediate Action Required: Once identified, infected plants should be immediately pulled, bagged, and destroyed (not composted) to protect neighboring crops. Once identified",['Once identified'],tomato_late_blight,tomato,treatment,Treatment & Solutions (Chemical & Biological),False,Tomato_Late_Blight_RAG.pdf,2
96,"Fungicides: Preventative applications (Chlorothalonil, Copper) must be applied before infection during favorable weather. If infection begins, targeted oomycete-specific systemic fungicides (e.g., Mefenoxam, if the strain is not resistant) are required, but often cannot save heavily infected plants.","Tomato Late Blight - Treatment & Solutions (Chemical & Biological): Fungicides: Preventative applications (Chlorothalonil, Copper) must be applied before infection during favorable weather. If infection begins, targeted oomycete-specific systemic fungicides (e.g., Mefenoxam, if the strain is not resistant) are required, but often cannot save heavily infected plants. Preventative applications chlorothalonil copper mefenoxam","['Preventative applications', 'chlorothalonil', 'copper', 'mefenoxam']",tomato_late_blight,tomato,treatment,Treatment & Solutions (Chemical & Biological),False,Tomato_Late_Blight_RAG.pdf,2
97,Tomato Leaf Mold: Common Name: Leaf Mold,Tomato Leaf Mold - Disease Name & Target Crop: Common Name: Leaf Mold,[],tomato_leaf_mold,tomato,identity,Disease Name & Target Crop,True,Tomato_Leaf_Mold_RAG.pdf,1
98,Tomato Leaf Mold: Target Crop: Tomato (Solanum lycopersicum),Tomato Leaf Mold - Disease Name & Target Crop: Target Crop: Tomato (Solanum lycopersicum) Solanum lycopersicum,['Solanum lycopersicum'],tomato_leaf_mold,tomato,identity,Disease Name & Target Crop,True,Tomato_Leaf_Mold_RAG.pdf,1
99,Tomato Leaf Mold: Passalora fulva (formerly Fulvia fulva or Cladosporium fulvum),Tomato Leaf Mold - Scientific Name (Pathogen): Passalora fulva (formerly Fulvia fulva or Cladosporium fulvum) Cladosporium fulvum Fulvia fulva Passalora fulva,"['Cladosporium fulvum', 'Fulvia fulva', 'Passalora fulva']",tomato_leaf_mold,tomato,pathogen,Scientific Name (Pathogen),True,Tomato_Leaf_Mold_RAG.pdf,1
100,"Leaf mold is a fungal disease that is primarily a problem in high tunnels, greenhouses, or densely planted fields where relative humidity is consistently very high. It rarely affects outdoor crops in dry climates. The disease targets foliage, leading to premature leaf drop and reduced yields.","Tomato Leaf Mold - Disease Overview: Leaf mold is a fungal disease that is primarily a problem in high tunnels, greenhouses, or densely planted fields where relative humidity is consistently very high. It rarely affects outdoor crops in dry climates. The disease targets foliage, leading to premature leaf drop and reduced yields. Leaf mold",['Leaf mold'],tomato_leaf_mold,tomato,overview,Disease Overview,False,Tomato_Leaf_Mold_RAG.pdf,1
101,Tomato Leaf Mold: Environment (Primary Driver): The pathogen strictly requires high relative humidity (greater than 85%) to infect and produce spores.,Tomato Leaf Mold - Causes & Transmission Vectors: Environment (Primary Driver): The pathogen strictly requires high relative humidity (greater than 85%) to infect and produce spores.,[],tomato_leaf_mold,tomato,transmission,Causes & Transmission Vectors,True,Tomato_Leaf_Mold_RAG.pdf,1
102,"Tomato Leaf Mold: Overwintering: Survives as sclerotia (hardened fungal masses) or spores in crop debris, on greenhouse structures, and in soil.","Tomato Leaf Mold - Causes & Transmission Vectors: Overwintering: Survives as sclerotia (hardened fungal masses) or spores in crop debris, on greenhouse structures, and in soil.",[],tomato_leaf_mold,tomato,transmission,Causes & Transmission Vectors,True,Tomato_Leaf_Mold_RAG.pdf,1
103,"Tomato Leaf Mold: Transmission: Spores are easily spread by air currents, splashing water, workers' clothing, and tools.","Tomato Leaf Mold - Causes & Transmission Vectors: Transmission: Spores are easily spread by air currents, splashing water, workers' clothing, and tools. Spores are",['Spores are'],tomato_leaf_mold,tomato,transmission,Causes & Transmission Vectors,True,Tomato_Leaf_Mold_RAG.pdf,1
104,"Tomato Leaf Mold: Upper Leaf Surface: Older leaves show pale greenish-yellow, diffuse spots with indistinct margins.","Tomato Leaf Mold - Symptoms (Early & Advanced Stages): Upper Leaf Surface: Older leaves show pale greenish-yellow, diffuse spots with indistinct margins. Older leaves",['Older leaves'],tomato_leaf_mold,tomato,symptom,Symptoms (Early & Advanced Stages),True,Tomato_Leaf_Mold_RAG.pdf,2
105,"Lower Leaf Surface (Diagnostic Sign): Directly beneath the yellow spots on the upper surface, the lower surface develops a dense, velvety mold. This mold starts olive-green and turns grayish-purple to brown as it ages.","Tomato Leaf Mold - Symptoms (Early & Advanced Stages): Lower Leaf Surface (Diagnostic Sign): Directly beneath the yellow spots on the upper surface, the lower surface develops a dense, velvety mold. This mold starts olive-green and turns grayish-purple to brown as it ages. Directly beneath This mold","['Directly beneath', 'This mold']",tomato_leaf_mold,tomato,symptom,Symptoms (Early & Advanced Stages),False,Tomato_Leaf_Mold_RAG.pdf,2
106,"Tomato Leaf Mold: Progression: Infected leaves eventually turn completely yellow, wither, and drop prematurely. Fruit infections are very rare.","Tomato Leaf Mold - Symptoms (Early & Advanced Stages): Progression: Infected leaves eventually turn completely yellow, wither, and drop prematurely. Fruit infections are very rare. Fruit infections Infected leaves","['Fruit infections', 'Infected leaves']",tomato_leaf_mold,tomato,symptom,Symptoms (Early & Advanced Stages),True,Tomato_Leaf_Mold_RAG.pdf,2
107,"Humidity Control (Crucial): In high tunnels or greenhouses, maximize ventilation (roll up sides, use fans, vent roofs) and heat the air to drop relative humidity below 85%.","Tomato Leaf Mold - Prevention & Cultural Practices: Humidity Control (Crucial): In high tunnels or greenhouses, maximize ventilation (roll up sides, use fans, vent roofs) and heat the air to drop relative humidity below 85%.",[],tomato_leaf_mold,tomato,prevention,Prevention & Cultural Practices,False,Tomato_Leaf_Mold_RAG.pdf,2
108,Tomato Leaf Mold: Spacing & Pruning: Increase plant spacing and aggressively prune lower leaves to ensure excellent airflow through the plant canopy.,Tomato Leaf Mold - Prevention & Cultural Practices: Spacing & Pruning: Increase plant spacing and aggressively prune lower leaves to ensure excellent airflow through the plant canopy. Increase plant,['Increase plant'],tomato_leaf_mold,tomato,prevention,Prevention & Cultural Practices,True,Tomato_Leaf_Mold_RAG.pdf,2
109,"Resistant Varieties: Many greenhouse-specific tomato varieties are bred with resistance to Leaf Mold, though the fungus frequently mutates to overcome these genes.","Tomato Leaf Mold - Prevention & Cultural Practices: Resistant Varieties: Many greenhouse-specific tomato varieties are bred with resistance to Leaf Mold, though the fungus frequently mutates to overcome these genes. Many greenhouse",['Many greenhouse'],tomato_leaf_mold,tomato,prevention,Prevention & Cultural Practices,False,Tomato_Leaf_Mold_RAG.pdf,2
110,Environmental Correction: Chemical treatments are largely ineffective if high humidity is not corrected first. Lowering humidity stops the disease progression.,Tomato Leaf Mold - Treatment & Solutions (Chemical & Biological): Environmental Correction: Chemical treatments are largely ineffective if high humidity is not corrected first. Lowering humidity stops the disease progression. Chemical treatments Lowering humidity,"['Chemical treatments', 'Lowering humidity']",tomato_leaf_mold,tomato,treatment,Treatment & Solutions (Chemical & Biological),False,Tomato_Leaf_Mold_RAG.pdf,2
111,"Fungicides: If environmental control is insufficient, protectant fungicides like Chlorothalonil or Copper, or systemic options like Difenoconazole, can be applied, focusing on covering the undersides of the leaves.","Tomato Leaf Mold - Treatment & Solutions (Chemical & Biological): Fungicides: If environmental control is insufficient, protectant fungicides like Chlorothalonil or Copper, or systemic options like Difenoconazole, can be applied, focusing on covering the undersides of the leaves. chlorothalonil copper difenoconazole","['chlorothalonil', 'copper', 'difenoconazole']",tomato_leaf_mold,tomato,treatment,Treatment & Solutions (Chemical & Biological),False,Tomato_Leaf_Mold_RAG.pdf,2
112,Tomato Septoria Leaf Spot: Common Name: Septoria Leaf Spot,Tomato Septoria Leaf Spot - Disease Name & Target Crop: Common Name: Septoria Leaf Spot,[],tomato_septoria_leaf_spot,tomato,identity,Disease Name & Target Crop,True,Tomato_Septoria_Leaf_Spot_RAG.pdf,1
113,Tomato Septoria Leaf Spot: Target Crop: Tomato (Solanum lycopersicum),Tomato Septoria Leaf Spot - Disease Name & Target Crop: Target Crop: Tomato (Solanum lycopersicum) Solanum lycopersicum,['Solanum lycopersicum'],tomato_septoria_leaf_spot,tomato,identity,Disease Name & Target Crop,True,Tomato_Septoria_Leaf_Spot_RAG.pdf,1
114,Tomato Septoria Leaf Spot: Septoria lycopersici (Fungus),Tomato Septoria Leaf Spot - Scientific Name (Pathogen): Septoria lycopersici (Fungus) Septoria lycopersici,['Septoria lycopersici'],tomato_septoria_leaf_spot,tomato,pathogen,Scientific Name (Pathogen),True,Tomato_Septoria_Leaf_Spot_RAG.pdf,1
115,"Septoria leaf spot is a very common and destructive foliar disease of tomatoes. While it rarely infects the fruit directly, it can cause rapid and severe defoliation. This loss of canopy exposes the fruit to sunscald and prevents the plant from maturing its crop properly.","Tomato Septoria Leaf Spot - Disease Overview: Septoria leaf spot is a very common and destructive foliar disease of tomatoes. While it rarely infects the fruit directly, it can cause rapid and severe defoliation. This loss of canopy exposes the fruit to sunscald and prevents the plant from maturing its crop properly. Septoria leaf This loss","['Septoria leaf', 'This loss']",tomato_septoria_leaf_spot,tomato,overview,Disease Overview,False,Tomato_Septoria_Leaf_Spot_RAG.pdf,1
116,"Tomato Septoria Leaf Spot: Overwintering: The fungus survives winter in infected tomato debris, on seeds, and on solanaceous weeds (like jimsonweed and nightshade).","Tomato Septoria Leaf Spot - Causes & Transmission Vectors: Overwintering: The fungus survives winter in infected tomato debris, on seeds, and on solanaceous weeds (like jimsonweed and nightshade).",[],tomato_septoria_leaf_spot,tomato,transmission,Causes & Transmission Vectors,True,Tomato_Septoria_Leaf_Spot_RAG.pdf,1
117,"Transmission: Spores are splashed by rain or overhead irrigation from the soil onto the lower leaves. It can also be spread by hands, clothing, or tools.","Tomato Septoria Leaf Spot - Causes & Transmission Vectors: Transmission: Spores are splashed by rain or overhead irrigation from the soil onto the lower leaves. It can also be spread by hands, clothing, or tools. Spores are",['Spores are'],tomato_septoria_leaf_spot,tomato,transmission,Causes & Transmission Vectors,False,Tomato_Septoria_Leaf_Spot_RAG.pdf,1
118,"Tomato Septoria Leaf Spot: Environment: Thrives in wet, humid conditions with moderate temperatures (68-77°F / 20-25°C).","Tomato Septoria Leaf Spot - Causes & Transmission Vectors: Environment: Thrives in wet, humid conditions with moderate temperatures (68-77°F / 20-25°C).",[],tomato_septoria_leaf_spot,tomato,transmission,Causes & Transmission Vectors,True,Tomato_Septoria_Leaf_Spot_RAG.pdf,1
119,"Foliar Lesions: Symptoms usually appear on the older, lower leaves first after the plant begins setting fruit. Lesions are small (1/16 to 1/8 inch), circular spots with dark brown margins and lighter tan or gray centers.","Tomato Septoria Leaf Spot - Symptoms (Early & Advanced Stages): Foliar Lesions: Symptoms usually appear on the older, lower leaves first after the plant begins setting fruit. Lesions are small (1/16 to 1/8 inch), circular spots with dark brown margins and lighter tan or gray centers. Lesions are Symptoms usually","['Lesions are', 'Symptoms usually']",tomato_septoria_leaf_spot,tomato,symptom,Symptoms (Early & Advanced Stages),False,Tomato_Septoria_Leaf_Spot_RAG.pdf,2
